 t,a,e,inc,omega,varpi,f
 5.2230750000000000E+07, 4.8274699313119074E-01, 9.9969407697064205E-01, 2.5318228836927432E-02, 4.9294405065503460E-01, 2.2220347764376762E+00, 3.1415872076426328E+00
 5.2596000000000000E+07, 5.0240115097686699E-01, 9.9970605253215161E-01, 2.7381920955732150E-02, 5.0534626942512806E-01, 5.4115489348326906E-01, 3.1415876256169408E+00
 5.2961250000000000E+07, 5.1673058897948843E-01, 9.9971421175412034E-01, 2.9414463283906081E-02, 5.2246071024108853E-01,-1.0162184763927931E+00,-3.1415879008150811E+00
 5.3326500000000000E+07, 4.9837152026350429E-01, 9.9970369154055483E-01, 3.1404078361323605E-02, 5.4338562341120933E-01,-2.5950350867744962E+00,-3.1415875443842398E+00
 5.3691750000000000E+07, 4.8219155297388644E-01, 9.9969374829705027E-01, 3.3339935960739288E-02, 5.6737020618988465E-01, 1.9654786163005937E+00, 3.1415871957226424E+00
 5.4057000000000000E+07, 5.0157786788176728E-01, 9.9970558580778446E-01, 3.5216511669118399E-02, 5.9366874785311785E-01, 2.5127864901219110E-01, 3.1415876095020603E+00
 5.4422250000000000E+07, 5.1712536654482877E-01, 9.9971443778128033E-01, 3.7033519006025688E-02, 6.2196160617473217E-01,-1.3295915618468930E+00,-3.1415879082649663E+00
 5.4787500000000000E+07, 4.9920337775583157E-01, 9.9970419075147621E-01, 3.8778278306737704E-02, 6.5182388951756620E-01,-2.9218974220725489E+00,-3.1415875615391040E+00
 5.5152750000000000E+07, 4.8190520406829873E-01, 9.9969357342984821E-01, 4.0454471349372835E-02, 6.8296245277648548E-01, 1.6265507514171307E+00, 3.1415871894244551E+00
 5.5518000000000000E+07, 5.0078521642444074E-01, 9.9970512261042277E-01, 4.2054429613511850E-02, 7.1531948107507315E-01,-1.0416184431993325E-01, 3.1415875935933388E+00
